print_employees,2020-04-17 14:50:28.072
print_shows,2020-04-17 14:50:31.11
print_halls,2020-04-17 14:50:32.04
add_employee,2020-04-17 14:50:43.101
exit_with_saving,2020-04-17 14:50:45.062
